0.100000	0.099833	0.099833	0.000000
0.131416	0.131038	0.131038	0.000000
0.162832	0.162113	0.162113	0.000000
0.194248	0.193028	0.193028	0.000000
0.225664	0.223753	0.223753	0.000000
0.257079	0.254257	0.254257	0.000000
0.288495	0.284510	0.284510	0.000000
0.319911	0.314482	0.314482	0.000000
0.351327	0.344144	0.344144	0.000000
0.382743	0.373467	0.373467	0.000000
0.414159	0.402420	0.402420	0.000000
0.445575	0.430977	0.430977	0.000000
0.476991	0.459108	0.459108	0.000000
0.508407	0.486786	0.486786	0.000000
0.539823	0.513984	0.513984	0.000000
0.571239	0.540674	0.540674	0.000000
0.602654	0.566831	0.566831	0.000000
0.634070	0.592429	0.592429	0.000000
0.665486	0.617442	0.617442	0.000000
0.696902	0.641845	0.641845	0.000000
0.728318	0.665615	0.665615	0.000000
0.759734	0.688728	0.688728	0.000000
0.791150	0.711162	0.711162	0.000000
0.822566	0.732894	0.732894	0.000000
0.853981	0.753902	0.753902	0.000000
0.885397	0.774167	0.774167	0.000000
0.916813	0.793667	0.793667	0.000000
0.948229	0.812384	0.812384	0.000000
0.979645	0.830300	0.830300	0.000000
1.011061	0.847396	0.847396	0.000000
1.042477	0.863655	0.863655	0.000000
1.073893	0.879063	0.879063	0.000000
1.105309	0.893603	0.893603	0.000000
1.136725	0.907261	0.907261	0.000000
1.168141	0.920024	0.920024	0.000000
1.199556	0.931878	0.931878	0.000000
1.230972	0.942813	0.942813	0.000000
1.262388	0.952818	0.952818	0.000000
1.293804	0.961882	0.961882	0.000000
1.325220	0.969997	0.969997	0.000000
1.356636	0.977155	0.977155	0.000000
1.388052	0.983349	0.983349	0.000000
1.419468	0.988572	0.988572	0.000000
1.450884	0.992819	0.992819	0.000000
1.482300	0.996087	0.996087	0.000000
1.513716	0.998371	0.998371	0.000000
1.545132	0.999671	0.999671	0.000000
1.576548	0.999983	0.999983	0.000000
1.607964	0.999309	0.999309	0.000000
1.639380	0.997649	0.997649	0.000000
1.670796	0.995004	0.995004	0.000000
1.702211	0.991377	0.991377	0.000000
1.733627	0.986772	0.986772	0.000000
1.765043	0.981193	0.981193	0.000000
1.796459	0.974646	0.974646	0.000000
1.827875	0.967137	0.967137	0.000000
1.859291	0.958673	0.958673	0.000000
1.890707	0.949263	0.949263	0.000000
1.922123	0.938917	0.938917	0.000000
1.953539	0.927644	0.927644	0.000000
1.984955	0.915455	0.915455	0.000000
2.016371	0.902363	0.902363	0.000000
2.047787	0.888381	0.888381	0.000000
2.079203	0.873521	0.873521	0.000000
2.110619	0.857800	0.857800	0.000000
2.142035	0.841232	0.841232	0.000000
2.173450	0.823834	0.823834	0.000000
2.204866	0.805623	0.805623	0.000000
2.236282	0.786617	0.786617	0.000000
2.267698	0.766834	0.766834	0.000000
2.299114	0.746295	0.746295	0.000000
2.330530	0.725020	0.725019	0.000000
2.361946	0.703028	0.703028	0.000000
2.393362	0.680343	0.680343	0.000000
2.424778	0.656987	0.656987	0.000000
2.456194	0.632982	0.632982	0.000000
2.487610	0.608353	0.608352	0.000000
2.519026	0.583123	0.583122	0.000000
2.550442	0.557318	0.557317	0.000000
2.581858	0.530963	0.530962	0.000000
2.613274	0.504084	0.504082	0.000000
2.644690	0.476707	0.476705	0.000000
2.676105	0.448860	0.448858	0.000000
2.707521	0.420570	0.420568	0.000000
2.738937	0.391865	0.391863	0.000000
2.770353	0.362774	0.362771	0.000000
2.801769	0.333324	0.333321	0.000000
2.833185	0.303546	0.303542	0.000000
2.864601	0.273468	0.273463	0.000000
2.896017	0.243121	0.243115	0.000000
2.927433	0.212534	0.212526	0.000000
2.958849	0.181737	0.181728	0.000000
2.990265	0.150761	0.150751	0.000000
3.021681	0.119636	0.119625	0.000000
3.053097	0.088394	0.088380	0.000000
3.084513	0.057065	0.057049	0.000000
3.115929	0.025680	0.025661	0.000000
3.147345	-0.005730	-0.005752	-0.000000
3.178761	-0.037134	-0.037159	-0.000000
3.210176	-0.068501	-0.068530	-0.000000
3.241592	-0.099799	-0.099833	-0.000000
3.273008	-0.130999	-0.131038	-0.000000
3.304424	-0.162068	-0.162113	-0.000000
3.335840	-0.192977	-0.193028	-0.000000
3.367256	-0.223694	-0.223753	-0.000000
3.398672	-0.254189	-0.254257	-0.000000
3.430088	-0.284432	-0.284510	-0.000000
3.461504	-0.314393	-0.314482	-0.000000
3.492920	-0.344041	-0.344144	-0.000000
3.524336	-0.373349	-0.373467	-0.000000
3.555752	-0.402286	-0.402420	-0.000000
3.587168	-0.430824	-0.430977	-0.000000
3.618584	-0.458934	-0.459108	-0.000000
3.650000	-0.486588	-0.486786	-0.000000
3.681416	-0.513759	-0.513984	-0.000000
3.712831	-0.540419	-0.540675	-0.000000
3.744247	-0.566542	-0.566832	-0.000000
3.775663	-0.592101	-0.592429	-0.000000
