5.000000	8.000000
5.299500	7.985013
5.596008	7.940200
5.886560	7.866009
6.168255	7.763183
6.438277	7.632748
6.693927	7.476007
6.932653	7.294527
7.152069	7.090120
7.349981	6.864830
7.524413	6.620907
7.673622	6.360788
7.796117	6.087073
7.890675	5.802496
7.956349	5.509901
7.992485	5.212211
7.998721	4.912401
7.974994	4.613466
7.921543	4.318393
7.838900	4.030130
7.727892	3.751559
7.589628	3.485461
7.425489	3.234497
7.237116	3.001172
7.026390	2.787819
6.795417	2.596570
6.546505	2.429334
6.282141	2.287784
6.004966	2.173333
5.717750	2.087126
5.423362	2.030023
5.124744	2.002595
4.824880	2.005116
4.526766	2.037560
4.233380	2.099605
3.947654	2.190629
3.672442	2.309723
3.410495	2.455698
3.164430	2.627094
2.936705	2.822200
2.729596	3.039065
2.545171	3.275524
2.385275	3.529213
2.251504	3.797598
2.145195	4.077996
2.067411	4.367607
2.018928	4.663537
2.000230	4.962828
2.011506	5.262490
2.052641	5.559530
2.123225	5.850980
2.222553	6.133926
2.349633	6.405543
2.503193	6.663116
2.681701	6.904072
2.883373	7.126003
3.106193	7.326692
3.347936	7.504133
3.606185	7.656554
3.878361	7.782432
4.161744	7.880508
4.453502	7.949803
4.750721	7.989625
