0.000000	0.707106
0.031411	0.750111
0.062790	0.790155
0.094108	0.827080
0.125333	0.860742
0.156434	0.891006
0.187381	0.917754
0.218143	0.940880
0.248690	0.960293
0.278991	0.975917
0.309017	0.987688
0.338738	0.995562
0.368124	0.999507
0.397148	0.999507
0.425779	0.995562
0.453990	0.987689
0.481753	0.975917
0.509041	0.960294
0.535826	0.940881
0.562083	0.917755
0.587785	0.891007
0.612907	0.860743
0.637423	0.827082
0.661311	0.790156
0.684547	0.750112
0.707106	0.707108
0.728968	0.661314
0.750110	0.612909
0.770513	0.562085
0.790154	0.509044
0.809016	0.453993
0.827080	0.397150
0.844327	0.338741
0.860741	0.278994
0.876306	0.218146
0.891006	0.156437
0.904827	0.094111
0.917754	0.031414
0.929776	-0.031408
0.940880	-0.094106
0.951056	-0.156432
0.960293	-0.218141
0.968583	-0.278989
0.975917	-0.338735
0.982287	-0.397146
0.987688	-0.453988
0.992115	-0.509039
0.995562	-0.562081
0.998027	-0.612905
0.999507	-0.661310
1.000000	-0.707105
0.999507	-0.750109
0.998027	-0.790154
0.995562	-0.827079
0.992115	-0.860741
0.987688	-0.891005
0.982287	-0.917754
0.975917	-0.940880
0.968583	-0.960293
0.960294	-0.975916
0.951057	-0.987688
0.940881	-0.995562
0.929777	-0.999506
0.917755	-0.999507
0.904827	-0.995562
0.891007	-0.987689
0.876307	-0.975917
0.860742	-0.960294
0.844328	-0.940882
0.827081	-0.917755
0.809017	-0.891008
0.790155	-0.860743
0.770514	-0.827082
0.750112	-0.790156
0.728969	-0.750112
0.707107	-0.707108
0.684548	-0.661313
0.661312	-0.612909
0.637425	-0.562085
0.612908	-0.509043
0.587786	-0.453992
0.562084	-0.397150
0.535827	-0.338740
0.509042	-0.278993
0.481754	-0.218145
0.453991	-0.156436
0.425780	-0.094110
0.397148	-0.031413
0.368125	0.031409
0.338738	0.094107
0.309017	0.156433
0.278992	0.218142
0.248690	0.278990
0.218144	0.338736
0.187382	0.397146
0.156435	0.453989
0.125334	0.509040
0.094109	0.562082
0.062791	0.612906
0.031411	0.661311
0.000000	0.707106
-0.031410	0.750110
-0.062790	0.790154
-0.094108	0.827080
-0.125333	0.860741
-0.156434	0.891006
-0.187381	0.917754
-0.218143	0.940880
-0.248690	0.960293
-0.278991	0.975917
-0.309017	0.987688
-0.338738	0.995562
-0.368124	0.999507
-0.397148	0.999507
-0.425779	0.995562
-0.453990	0.987688
-0.481753	0.975917
-0.509041	0.960294
-0.535827	0.940881
-0.562083	0.917755
-0.587785	0.891007
-0.612907	0.860742
-0.637424	0.827081
-0.661312	0.790156
-0.684547	0.750112
-0.707107	0.707107
-0.728969	0.661312
-0.750111	0.612908
-0.770513	0.562084
-0.790155	0.509042
-0.809017	0.453992
-0.827080	0.397149
-0.844328	0.338739
-0.860742	0.278992
-0.876307	0.218144
-0.891006	0.156435
-0.904827	0.094109
-0.917755	0.031412
-0.929776	-0.031410
-0.940881	-0.094107
-0.951056	-0.156434
-0.960294	-0.218142
-0.968583	-0.278990
-0.975917	-0.338737
-0.982287	-0.397147
-0.987688	-0.453990
-0.992115	-0.509041
-0.995562	-0.562083
-0.998027	-0.612907
-0.999507	-0.661311
-1.000000	-0.707106
-0.999507	-0.750111
-0.998027	-0.790155
-0.995562	-0.827080
-0.992115	-0.860742
-0.987688	-0.891006
-0.982287	-0.917754
-0.975917	-0.940881
-0.968583	-0.960294
-0.960294	-0.975917
-0.951056	-0.987688
-0.940881	-0.995562
-0.929776	-0.999507
-0.917755	-0.999507
-0.904827	-0.995562
-0.891006	-0.987688
-0.876307	-0.975917
-0.860742	-0.960294
-0.844328	-0.940881
-0.827080	-0.917755
-0.809017	-0.891007
-0.790155	-0.860742
-0.770513	-0.827081
-0.750111	-0.790155
-0.728968	-0.750111
-0.707107	-0.707107
-0.684547	-0.661312
-0.661312	-0.612907
-0.637424	-0.562083
-0.612907	-0.509041
-0.587785	-0.453990
-0.562083	-0.397148
-0.535826	-0.338738
-0.509041	-0.278991
-0.481753	-0.218143
-0.453990	-0.156434
-0.425779	-0.094108
-0.397147	-0.031410
-0.368124	0.031411
-0.338737	0.094109
-0.309016	0.156435
-0.278991	0.218144
-0.248689	0.278992
-0.218143	0.338738
-0.187381	0.397148
-0.156434	0.453991
-0.125333	0.509042
-0.094108	0.562084
-0.062790	0.612908
-0.031410	0.661312
