gnuplo0.400000	0.000000
0.207182	0.514075
-0.121185	0.807910
-0.438862	0.977053
-0.728857	1.080185
-0.992579	1.143317
-1.233381	1.179666
-1.454284	1.196811
-1.657733	1.199500
-1.845669	1.190913
-2.019648	1.173287
-2.180929	1.148263
-2.330544	1.117081
-2.469345	1.080706
-2.598051	1.039905
-2.717265	0.995298
-2.827503	0.947399
-2.929205	0.896637
-3.022751	0.843374
-3.108469	0.787926
-3.186644	0.730563
-3.257519	0.671526
-3.321310	0.611026
-3.378199	0.549256
-3.428346	0.486389
-3.471885	0.422584
-3.508930	0.357987
-3.539577	0.292738
-3.563901	0.226965
-3.581964	0.160792
-3.593810	0.094341
-3.599466	0.027728
-3.598947	0.038934
-3.592252	0.105529
-3.579363	0.171941
-3.560251	0.238054
-3.534868	0.303748
-3.503152	0.368897
-3.465022	0.433370
-3.420380	0.497028
-3.369110	0.559723
-3.311072	0.621292
-3.246104	0.681559
-3.174016	0.740331
-3.094592	0.797390
-3.007579	0.852490
-2.912686	0.905355
-2.809576	0.955664
-2.697863	1.003041
-2.577091	1.047046
-2.446733	1.087150
-2.306167	1.122710
-2.154656	1.152930
-1.991318	1.176807
-1.815087	1.193041
-1.624661	1.199909
-1.418427	1.195045
-1.194364	1.175060
-0.949936	1.134843
-0.682030	1.066133
-0.387341	0.954256
-0.065544	0.769649
0.257545	0.444780
