0.000000	1.000000	1.000000	1.000000
0.010000	0.999900	1.000000	1.000000
0.020000	0.999600	0.999998	1.000000
0.030000	0.999100	0.999993	1.000000
0.040000	0.998400	0.999984	1.000000
0.050000	0.997500	0.999969	1.000000
0.060000	0.996400	0.999946	0.999999
0.070000	0.995100	0.999914	0.999999
0.080000	0.993600	0.999872	0.999998
0.090000	0.991900	0.999818	0.999997
0.100000	0.990000	0.999750	0.999996
0.110000	0.987900	0.999667	0.999994
0.120000	0.985600	0.999568	0.999991
0.130000	0.983100	0.999451	0.999988
0.140000	0.980400	0.999314	0.999984
0.150000	0.977500	0.999156	0.999979
0.160000	0.974400	0.998976	0.999973
0.170000	0.971100	0.998772	0.999965
0.180000	0.967600	0.998542	0.999956
0.190000	0.963900	0.998285	0.999946
0.200000	0.960000	0.998000	0.999933
0.210000	0.955900	0.997685	0.999919
0.220000	0.951600	0.997338	0.999902
0.230000	0.947100	0.996958	0.999883
0.240000	0.942400	0.996544	0.999862
0.250000	0.937500	0.996094	0.999837
0.260000	0.932400	0.995606	0.999810
0.270000	0.927100	0.995079	0.999779
0.280000	0.921600	0.994512	0.999744
0.290000	0.915900	0.993903	0.999705
0.300000	0.910000	0.993250	0.999663
0.310000	0.903900	0.992552	0.999615
0.320000	0.897600	0.991808	0.999563
0.330000	0.891100	0.991016	0.999506
0.340000	0.884400	0.990174	0.999443
0.350000	0.877500	0.989281	0.999375
0.360000	0.870400	0.988336	0.999300
0.370000	0.863100	0.987337	0.999219
0.380000	0.855600	0.986282	0.999131
0.390000	0.847900	0.985170	0.999036
0.400000	0.840000	0.984000	0.998933
0.410000	0.831900	0.982770	0.998823
0.420000	0.823600	0.981478	0.998703
0.430000	0.815100	0.980123	0.998576
0.440000	0.806400	0.978704	0.998438
0.450000	0.797500	0.977219	0.998291
0.460000	0.788400	0.975666	0.998134
0.470000	0.779100	0.974044	0.997967
0.480000	0.769600	0.972352	0.997788
0.490000	0.759900	0.970588	0.997598
0.500000	0.750000	0.968750	0.997396
0.510000	0.739900	0.966837	0.997181
0.520000	0.729600	0.964848	0.996953
0.530000	0.719100	0.962781	0.996712
0.540000	0.708400	0.960634	0.996457
0.550000	0.697500	0.958406	0.996187
0.560000	0.686400	0.956096	0.995902
0.570000	0.675100	0.953702	0.995602
0.580000	0.663600	0.951222	0.995285
0.590000	0.651900	0.948655	0.994951
0.600000	0.640000	0.946000	0.994600
